Generic ID,YouTube Video ID,Frame Number
v_g002_067755,-rgrgNqOaiw,67755
v_g002_068205,-rgrgNqOaiw,68205
v_g002_068214,-rgrgNqOaiw,68214
v_g003_000508,5Dk2AOhEzZc,508
v_g003_000517,5Dk2AOhEzZc,517
v_g003_001620,5Dk2AOhEzZc,1620
v_g003_001629,5Dk2AOhEzZc,1629
v_g003_002221,5Dk2AOhEzZc,2221
v_g003_002230,5Dk2AOhEzZc,2230
v_g003_002958,5Dk2AOhEzZc,2958
v_g003_002967,5Dk2AOhEzZc,2967
v_g003_003361,5Dk2AOhEzZc,3361
v_g003_003370,5Dk2AOhEzZc,3370
v_g003_008535,5Dk2AOhEzZc,8535
v_g003_008544,5Dk2AOhEzZc,8544
v_g003_010290,5Dk2AOhEzZc,10290
v_g003_010299,5Dk2AOhEzZc,10299
v_g003_012007,5Dk2AOhEzZc,12007
v_g003_012016,5Dk2AOhEzZc,12016
v_g003_014032,5Dk2AOhEzZc,14032
v_g003_014041,5Dk2AOhEzZc,14041
v_g003_015259,5Dk2AOhEzZc,15259
v_g003_015268,5Dk2AOhEzZc,15268
v_g003_016113,5Dk2AOhEzZc,16113
v_g003_016122,5Dk2AOhEzZc,16122
v_g003_018454,5Dk2AOhEzZc,18454
v_g003_018463,5Dk2AOhEzZc,18463
v_g003_019601,5Dk2AOhEzZc,19601
v_g003_019610,5Dk2AOhEzZc,19610
v_g003_021197,5Dk2AOhEzZc,21197
v_g003_021206,5Dk2AOhEzZc,21206
v_g003_021509,5Dk2AOhEzZc,21509
v_g003_022943,5Dk2AOhEzZc,22943
v_g003_022952,5Dk2AOhEzZc,22952
v_g003_027230,5Dk2AOhEzZc,27230
v_g003_027239,5Dk2AOhEzZc,27239
v_g003_030888,5Dk2AOhEzZc,30888
v_g003_030897,5Dk2AOhEzZc,30897
v_g003_031374,5Dk2AOhEzZc,31374
v_g003_031383,5Dk2AOhEzZc,31383
v_g003_031851,5Dk2AOhEzZc,31851
v_g003_031860,5Dk2AOhEzZc,31860
v_g003_034798,5Dk2AOhEzZc,34798
v_g003_034807,5Dk2AOhEzZc,34807
v_g003_035766,5Dk2AOhEzZc,35766
v_g003_035775,5Dk2AOhEzZc,35775
v_g003_036913,5Dk2AOhEzZc,36913
v_g003_036922,5Dk2AOhEzZc,36922
v_g003_037286,5Dk2AOhEzZc,37286
v_g003_037295,5Dk2AOhEzZc,37295
v_g003_038548,5Dk2AOhEzZc,38548
v_g003_038557,5Dk2AOhEzZc,38557
v_g003_038934,5Dk2AOhEzZc,38934
v_g003_038943,5Dk2AOhEzZc,38943
v_g003_041776,5Dk2AOhEzZc,41776
v_g003_041785,5Dk2AOhEzZc,41785
v_g003_052989,5Dk2AOhEzZc,52989
v_g003_052998,5Dk2AOhEzZc,52998
v_g003_058609,5Dk2AOhEzZc,58609
v_g003_058618,5Dk2AOhEzZc,58618
v_g004_003215,8KREdfRQnPQ,3215
v_g004_003224,8KREdfRQnPQ,3224
v_g004_004695,8KREdfRQnPQ,4695
v_g004_004704,8KREdfRQnPQ,4704
v_g004_005416,8KREdfRQnPQ,5416
v_g004_005425,8KREdfRQnPQ,5425
v_g004_007588,8KREdfRQnPQ,7588
v_g004_007597,8KREdfRQnPQ,7597
v_g004_008367,8KREdfRQnPQ,8367
v_g004_008376,8KREdfRQnPQ,8376
v_g004_010714,8KREdfRQnPQ,10714
v_g004_010723,8KREdfRQnPQ,10723
v_g004_011128,8KREdfRQnPQ,11128
v_g004_011137,8KREdfRQnPQ,11137
v_g004_011149,8KREdfRQnPQ,11149
v_g004_011599,8KREdfRQnPQ,11599
v_g004_011608,8KREdfRQnPQ,11608
v_g004_012361,8KREdfRQnPQ,12361
v_g004_012370,8KREdfRQnPQ,12370
v_g004_014386,8KREdfRQnPQ,14386
v_g004_014395,8KREdfRQnPQ,14395
v_g004_014933,8KREdfRQnPQ,14933
v_g004_014942,8KREdfRQnPQ,14942
v_g004_015967,8KREdfRQnPQ,15967
v_g004_015976,8KREdfRQnPQ,15976
v_g004_017064,8KREdfRQnPQ,17064
v_g004_017073,8KREdfRQnPQ,17073
v_g004_018439,8KREdfRQnPQ,18439
v_g004_018448,8KREdfRQnPQ,18448
v_g004_020156,8KREdfRQnPQ,20156
v_g004_020165,8KREdfRQnPQ,20165
v_g004_021027,8KREdfRQnPQ,21027
v_g004_021036,8KREdfRQnPQ,21036
v_g004_022569,8KREdfRQnPQ,22569
v_g004_022578,8KREdfRQnPQ,22578
v_g004_025001,8KREdfRQnPQ,25001
v_g004_025010,8KREdfRQnPQ,25010
v_g004_026084,8KREdfRQnPQ,26084
v_g004_026093,8KREdfRQnPQ,26093
v_g004_027630,8KREdfRQnPQ,27630
v_g004_027639,8KREdfRQnPQ,27639
v_g004_028825,8KREdfRQnPQ,28825
v_g004_028834,8KREdfRQnPQ,28834
v_g004_031804,8KREdfRQnPQ,31804
v_g004_031813,8KREdfRQnPQ,31813
v_g004_034361,8KREdfRQnPQ,34361
v_g004_034370,8KREdfRQnPQ,34370
v_g004_035508,8KREdfRQnPQ,35508
v_g004_035517,8KREdfRQnPQ,35517
v_g004_036384,8KREdfRQnPQ,36384
v_g004_036393,8KREdfRQnPQ,36393
v_g004_039352,8KREdfRQnPQ,39352
v_g004_039361,8KREdfRQnPQ,39361
v_g004_040718,8KREdfRQnPQ,40718
v_g004_040727,8KREdfRQnPQ,40727
v_g004_041567,8KREdfRQnPQ,41567
v_g004_041576,8KREdfRQnPQ,41576
v_g004_042406,8KREdfRQnPQ,42406
v_g004_042415,8KREdfRQnPQ,42415
v_g004_043634,8KREdfRQnPQ,43634
v_g004_043643,8KREdfRQnPQ,43643
v_g004_044310,8KREdfRQnPQ,44310
v_g004_044319,8KREdfRQnPQ,44319
v_g004_049523,8KREdfRQnPQ,49523
v_g004_049532,8KREdfRQnPQ,49532
v_g004_050508,8KREdfRQnPQ,50508
v_g004_050517,8KREdfRQnPQ,50517
v_g004_051770,8KREdfRQnPQ,51770
v_g004_051779,8KREdfRQnPQ,51779
v_g004_053510,8KREdfRQnPQ,53510
v_g004_053519,8KREdfRQnPQ,53519
v_g005_003077,8_pJ13DFPIY,3077
v_g005_003086,8_pJ13DFPIY,3086
v_g005_003749,8_pJ13DFPIY,3749
v_g005_003758,8_pJ13DFPIY,3758
v_g005_004407,8_pJ13DFPIY,4407
v_g005_004416,8_pJ13DFPIY,4416
v_g005_006010,8_pJ13DFPIY,6010
v_g005_006019,8_pJ13DFPIY,6019
v_g005_008448,8_pJ13DFPIY,8448
v_g005_008457,8_pJ13DFPIY,8457
v_g005_009854,8_pJ13DFPIY,9854
v_g005_009863,8_pJ13DFPIY,9863
v_g005_010528,8_pJ13DFPIY,10528
v_g005_010537,8_pJ13DFPIY,10537
v_g005_011156,8_pJ13DFPIY,11156
v_g005_011165,8_pJ13DFPIY,11165
v_g005_013206,8_pJ13DFPIY,13206
v_g005_013215,8_pJ13DFPIY,13215
v_g005_014942,8_pJ13DFPIY,14942
v_g005_014951,8_pJ13DFPIY,14951
v_g005_023026,8_pJ13DFPIY,23026
v_g005_023035,8_pJ13DFPIY,23035
v_g005_027805,8_pJ13DFPIY,27805
v_g005_027814,8_pJ13DFPIY,27814
v_g005_028370,8_pJ13DFPIY,28370
v_g005_029051,8_pJ13DFPIY,29051
v_g005_029060,8_pJ13DFPIY,29060
v_g005_029951,8_pJ13DFPIY,29951
v_g005_029960,8_pJ13DFPIY,29960
v_g005_031247,8_pJ13DFPIY,31247
v_g005_031256,8_pJ13DFPIY,31256
v_g005_032658,8_pJ13DFPIY,32658
v_g005_032667,8_pJ13DFPIY,32667
v_g005_034727,8_pJ13DFPIY,34727
v_g005_034736,8_pJ13DFPIY,34736
v_g005_039023,8_pJ13DFPIY,39023
v_g005_039032,8_pJ13DFPIY,39032
v_g005_040544,8_pJ13DFPIY,40544
v_g005_040553,8_pJ13DFPIY,40553
v_g005_042262,8_pJ13DFPIY,42262
v_g005_042271,8_pJ13DFPIY,42271
v_g005_043169,8_pJ13DFPIY,43169
v_g005_043178,8_pJ13DFPIY,43178
v_g005_044133,8_pJ13DFPIY,44133
v_g005_044142,8_pJ13DFPIY,44142
v_g005_045882,8_pJ13DFPIY,45882
v_g005_045891,8_pJ13DFPIY,45891
v_g005_046932,8_pJ13DFPIY,46932
v_g005_046941,8_pJ13DFPIY,46941
v_g005_047655,8_pJ13DFPIY,47655
v_g005_047664,8_pJ13DFPIY,47664
v_g005_049323,8_pJ13DFPIY,49323
v_g005_049332,8_pJ13DFPIY,49332
v_g005_050029,8_pJ13DFPIY,50029
v_g005_050038,8_pJ13DFPIY,50038
v_g005_052504,8_pJ13DFPIY,52504
v_g005_052513,8_pJ13DFPIY,52513
v_g005_053584,8_pJ13DFPIY,53584
v_g005_053593,8_pJ13DFPIY,53593
v_g005_055683,8_pJ13DFPIY,55683
v_g005_055692,8_pJ13DFPIY,55692
v_g005_056454,8_pJ13DFPIY,56454
v_g005_056463,8_pJ13DFPIY,56463
v_g005_057104,8_pJ13DFPIY,57104
v_g005_057113,8_pJ13DFPIY,57113
v_g005_057836,8_pJ13DFPIY,57836
v_g005_057845,8_pJ13DFPIY,57845
v_g005_059222,8_pJ13DFPIY,59222
v_g005_059231,8_pJ13DFPIY,59231
v_g007_000606,chP6v65MP7Y,606
v_g007_000615,chP6v65MP7Y,615
v_g007_001403,chP6v65MP7Y,1403
v_g007_001412,chP6v65MP7Y,1412
v_g007_002347,chP6v65MP7Y,2347
v_g007_002356,chP6v65MP7Y,2356
v_g007_005059,chP6v65MP7Y,5059
v_g007_005068,chP6v65MP7Y,5068
v_g007_005997,chP6v65MP7Y,5997
v_g007_006006,chP6v65MP7Y,6006
v_g007_006853,chP6v65MP7Y,6853
v_g007_006862,chP6v65MP7Y,6862
v_g007_007793,chP6v65MP7Y,7793
v_g007_007802,chP6v65MP7Y,7802
v_g007_008782,chP6v65MP7Y,8782
v_g007_008791,chP6v65MP7Y,8791
v_g007_010402,chP6v65MP7Y,10402
v_g007_010411,chP6v65MP7Y,10411
v_g007_011298,chP6v65MP7Y,11298
v_g007_011307,chP6v65MP7Y,11307
v_g007_012470,chP6v65MP7Y,12470
v_g007_012479,chP6v65MP7Y,12479
v_g007_013125,chP6v65MP7Y,13125
v_g007_013134,chP6v65MP7Y,13134
v_g007_014282,chP6v65MP7Y,14282
v_g007_014291,chP6v65MP7Y,14291
v_g007_018970,chP6v65MP7Y,18970
v_g007_018979,chP6v65MP7Y,18979
v_g007_020850,chP6v65MP7Y,20850
v_g007_020859,chP6v65MP7Y,20859
v_g007_023188,chP6v65MP7Y,23188
v_g007_023197,chP6v65MP7Y,23197
v_g007_026051,chP6v65MP7Y,26051
v_g007_026060,chP6v65MP7Y,26060
v_g007_026827,chP6v65MP7Y,26827
v_g007_026836,chP6v65MP7Y,26836
v_g007_028014,chP6v65MP7Y,28014
v_g007_028023,chP6v65MP7Y,28023
v_g007_028902,chP6v65MP7Y,28902
v_g007_028911,chP6v65MP7Y,28911
v_g007_030487,chP6v65MP7Y,30487
v_g007_030496,chP6v65MP7Y,30496
v_g007_031738,chP6v65MP7Y,31738
v_g007_031747,chP6v65MP7Y,31747
v_g007_037855,chP6v65MP7Y,37855
v_g007_037864,chP6v65MP7Y,37864
v_g007_039143,chP6v65MP7Y,39143
v_g007_039152,chP6v65MP7Y,39152
v_g007_041444,chP6v65MP7Y,41444
v_g007_041453,chP6v65MP7Y,41453
v_g007_046280,chP6v65MP7Y,46280
v_g007_046289,chP6v65MP7Y,46289
v_g007_048550,chP6v65MP7Y,48550
v_g007_048559,chP6v65MP7Y,48559
v_g007_051487,chP6v65MP7Y,51487
v_g007_051496,chP6v65MP7Y,51496
v_g007_052160,chP6v65MP7Y,52160
v_g007_052169,chP6v65MP7Y,52169
v_g007_054192,chP6v65MP7Y,54192
v_g007_054193,chP6v65MP7Y,54193
v_g007_054194,chP6v65MP7Y,54194
v_g007_054195,chP6v65MP7Y,54195
v_g007_054196,chP6v65MP7Y,54196
v_g007_054197,chP6v65MP7Y,54197
v_g007_054198,chP6v65MP7Y,54198
v_g007_054199,chP6v65MP7Y,54199
v_g007_054201,chP6v65MP7Y,54201
v_g007_057104,chP6v65MP7Y,57104
v_g007_057113,chP6v65MP7Y,57113
v_g007_061226,chP6v65MP7Y,61226
v_g007_061235,chP6v65MP7Y,61235
v_g007_062412,chP6v65MP7Y,62412
v_g007_062421,chP6v65MP7Y,62421
v_g007_064302,chP6v65MP7Y,64302
v_g007_064311,chP6v65MP7Y,64311
v_g008_005596,cKoNMrWLT9s,5596
v_g008_005605,cKoNMrWLT9s,5605
v_g008_006891,cKoNMrWLT9s,6891
v_g008_006900,cKoNMrWLT9s,6900
v_g008_013250,cKoNMrWLT9s,13250
v_g008_013259,cKoNMrWLT9s,13259
v_g008_018416,cKoNMrWLT9s,18416
v_g008_018425,cKoNMrWLT9s,18425
v_g008_019038,cKoNMrWLT9s,19038
v_g008_019047,cKoNMrWLT9s,19047
v_g008_019577,cKoNMrWLT9s,19577
v_g008_019586,cKoNMrWLT9s,19586
v_g008_020084,cKoNMrWLT9s,20084
v_g008_020093,cKoNMrWLT9s,20093
v_g008_021767,cKoNMrWLT9s,21767
v_g008_021776,cKoNMrWLT9s,21776
v_g008_027269,cKoNMrWLT9s,27269
v_g008_027278,cKoNMrWLT9s,27278
v_g008_031714,cKoNMrWLT9s,31714
v_g008_031723,cKoNMrWLT9s,31723
v_g008_035453,cKoNMrWLT9s,35453
v_g008_035462,cKoNMrWLT9s,35462
v_g008_035866,cKoNMrWLT9s,35866
v_g008_035875,cKoNMrWLT9s,35875
v_g008_036387,cKoNMrWLT9s,36387
v_g008_036396,cKoNMrWLT9s,36396
v_g008_052395,cKoNMrWLT9s,52395
v_g008_052404,cKoNMrWLT9s,52404
v_g008_057819,cKoNMrWLT9s,57819
v_g008_057828,cKoNMrWLT9s,57828
v_g008_059284,cKoNMrWLT9s,59284
v_g008_059293,cKoNMrWLT9s,59293
v_g009_001895,DJhdKuSOPCU,1895
v_g009_001904,DJhdKuSOPCU,1904
v_g009_004074,DJhdKuSOPCU,4074
v_g009_004083,DJhdKuSOPCU,4083
v_g009_006133,DJhdKuSOPCU,6133
v_g009_006142,DJhdKuSOPCU,6142
v_g009_006842,DJhdKuSOPCU,6842
v_g009_006851,DJhdKuSOPCU,6851
v_g009_009045,DJhdKuSOPCU,9045
v_g009_009054,DJhdKuSOPCU,9054
v_g009_010105,DJhdKuSOPCU,10105
v_g009_010114,DJhdKuSOPCU,10114
v_g009_016593,DJhdKuSOPCU,16593
v_g009_016602,DJhdKuSOPCU,16602
v_g009_018220,DJhdKuSOPCU,18220
v_g009_018229,DJhdKuSOPCU,18229
v_g009_020065,DJhdKuSOPCU,20065
v_g009_020074,DJhdKuSOPCU,20074
v_g009_020939,DJhdKuSOPCU,20939
v_g009_020948,DJhdKuSOPCU,20948
v_g009_022212,DJhdKuSOPCU,22212
v_g009_022221,DJhdKuSOPCU,22221
v_g009_023899,DJhdKuSOPCU,23899
v_g009_023908,DJhdKuSOPCU,23908
v_g009_024580,DJhdKuSOPCU,24580
v_g009_024589,DJhdKuSOPCU,24589
v_g009_026037,DJhdKuSOPCU,26037
v_g009_026046,DJhdKuSOPCU,26046
v_g009_027595,DJhdKuSOPCU,27595
v_g009_027604,DJhdKuSOPCU,27604
v_g009_028368,DJhdKuSOPCU,28368
v_g009_028377,DJhdKuSOPCU,28377
v_g009_029494,DJhdKuSOPCU,29494
v_g009_029503,DJhdKuSOPCU,29503
v_g009_031969,DJhdKuSOPCU,31969
v_g009_031978,DJhdKuSOPCU,31978
v_g009_033065,DJhdKuSOPCU,33065
v_g009_033074,DJhdKuSOPCU,33074
v_g009_033768,DJhdKuSOPCU,33768
v_g009_033777,DJhdKuSOPCU,33777
v_g009_034520,DJhdKuSOPCU,34520
v_g009_034529,DJhdKuSOPCU,34529
v_g009_035283,DJhdKuSOPCU,35283
v_g009_035292,DJhdKuSOPCU,35292
v_g009_036974,DJhdKuSOPCU,36974
v_g009_036983,DJhdKuSOPCU,36983
v_g009_038256,DJhdKuSOPCU,38256
v_g009_038265,DJhdKuSOPCU,38265
v_g009_038798,DJhdKuSOPCU,38798
v_g009_038807,DJhdKuSOPCU,38807
v_g009_039559,DJhdKuSOPCU,39559
v_g009_039568,DJhdKuSOPCU,39568
v_g009_041143,DJhdKuSOPCU,41143
v_g009_041152,DJhdKuSOPCU,41152
v_g009_041867,DJhdKuSOPCU,41867
v_g009_041876,DJhdKuSOPCU,41876
v_g009_044292,DJhdKuSOPCU,44292
v_g009_044301,DJhdKuSOPCU,44301
v_g009_051658,DJhdKuSOPCU,51658
v_g009_051667,DJhdKuSOPCU,51667
v_g009_053002,DJhdKuSOPCU,53002
v_g009_053011,DJhdKuSOPCU,53011
v_g010_002006,fnM6_mWSDy8,2006
v_g010_002015,fnM6_mWSDy8,2015
v_g010_003667,fnM6_mWSDy8,3667
v_g010_003676,fnM6_mWSDy8,3676
v_g010_005090,fnM6_mWSDy8,5090
v_g010_005099,fnM6_mWSDy8,5099
v_g010_006042,fnM6_mWSDy8,6042
v_g010_006051,fnM6_mWSDy8,6051
v_g010_006740,fnM6_mWSDy8,6740
v_g010_006749,fnM6_mWSDy8,6749
v_g010_009776,fnM6_mWSDy8,9776
v_g010_009785,fnM6_mWSDy8,9785
v_g010_010933,fnM6_mWSDy8,10933
v_g010_010942,fnM6_mWSDy8,10942
v_g010_013707,fnM6_mWSDy8,13707
v_g010_013716,fnM6_mWSDy8,13716
v_g010_014585,fnM6_mWSDy8,14585
v_g010_014594,fnM6_mWSDy8,14594
v_g010_017502,fnM6_mWSDy8,17502
v_g010_017511,fnM6_mWSDy8,17511
v_g010_019260,fnM6_mWSDy8,19260
v_g010_019269,fnM6_mWSDy8,19269
v_g010_022007,fnM6_mWSDy8,22007
v_g010_022016,fnM6_mWSDy8,22016
v_g010_023051,fnM6_mWSDy8,23051
v_g010_023060,fnM6_mWSDy8,23060
v_g010_026451,fnM6_mWSDy8,26451
v_g010_026460,fnM6_mWSDy8,26460
v_g010_027423,fnM6_mWSDy8,27423
v_g010_027432,fnM6_mWSDy8,27432
v_g010_028463,fnM6_mWSDy8,28463
v_g010_028472,fnM6_mWSDy8,28472
v_g010_030280,fnM6_mWSDy8,30280
v_g010_030289,fnM6_mWSDy8,30289
v_g010_032337,fnM6_mWSDy8,32337
v_g010_032346,fnM6_mWSDy8,32346
v_g010_033006,fnM6_mWSDy8,33006
v_g010_033015,fnM6_mWSDy8,33015
v_g010_033546,fnM6_mWSDy8,33546
v_g010_033555,fnM6_mWSDy8,33555
v_g010_035074,fnM6_mWSDy8,35074
v_g010_035083,fnM6_mWSDy8,35083
v_g010_035867,fnM6_mWSDy8,35867
v_g010_035876,fnM6_mWSDy8,35876
v_g010_036636,fnM6_mWSDy8,36636
v_g010_036645,fnM6_mWSDy8,36645
v_g010_037683,fnM6_mWSDy8,37683
v_g010_037692,fnM6_mWSDy8,37692
v_g010_039261,fnM6_mWSDy8,39261
v_g010_039270,fnM6_mWSDy8,39270
v_g010_040389,fnM6_mWSDy8,40389
v_g010_040398,fnM6_mWSDy8,40398
v_g010_041797,fnM6_mWSDy8,41797
v_g010_041806,fnM6_mWSDy8,41806
v_g010_045858,fnM6_mWSDy8,45858
v_g010_045867,fnM6_mWSDy8,45867
v_g010_046827,fnM6_mWSDy8,46827
v_g010_046836,fnM6_mWSDy8,46836
v_g010_049814,fnM6_mWSDy8,49814
v_g010_049823,fnM6_mWSDy8,49823
v_g010_053474,fnM6_mWSDy8,53474
v_g010_053483,fnM6_mWSDy8,53483
v_g010_054471,fnM6_mWSDy8,54471
v_g010_054480,fnM6_mWSDy8,54480
v_g010_056135,fnM6_mWSDy8,56135
v_g010_056144,fnM6_mWSDy8,56144
v_g010_057821,fnM6_mWSDy8,57821
v_g010_057830,fnM6_mWSDy8,57830
v_g010_059251,fnM6_mWSDy8,59251
v_g010_059260,fnM6_mWSDy8,59260
v_g010_060475,fnM6_mWSDy8,60475
v_g010_060484,fnM6_mWSDy8,60484
v_g010_061595,fnM6_mWSDy8,61595
v_g010_061604,fnM6_mWSDy8,61604
v_g011_001730,Fwrzon32GfA,1730
v_g011_001739,Fwrzon32GfA,1739
v_g011_011997,Fwrzon32GfA,11997
v_g011_012006,Fwrzon32GfA,12006
v_g011_012485,Fwrzon32GfA,12485
v_g011_012494,Fwrzon32GfA,12494
v_g011_012853,Fwrzon32GfA,12853
v_g011_012862,Fwrzon32GfA,12862
v_g011_013648,Fwrzon32GfA,13648
v_g011_013657,Fwrzon32GfA,13657
v_g011_014169,Fwrzon32GfA,14169
v_g011_014178,Fwrzon32GfA,14178
v_g011_015349,Fwrzon32GfA,15349
v_g011_015358,Fwrzon32GfA,15358
v_g011_015875,Fwrzon32GfA,15875
v_g011_015884,Fwrzon32GfA,15884
v_g011_016225,Fwrzon32GfA,16225
v_g011_016234,Fwrzon32GfA,16234
v_g011_017067,Fwrzon32GfA,17067
v_g011_017076,Fwrzon32GfA,17076
v_g011_020530,Fwrzon32GfA,20530
v_g011_020539,Fwrzon32GfA,20539
v_g011_020860,Fwrzon32GfA,20860
v_g011_020869,Fwrzon32GfA,20869
v_g011_021636,Fwrzon32GfA,21636
v_g011_021645,Fwrzon32GfA,21645
v_g011_026258,Fwrzon32GfA,26258
v_g011_026267,Fwrzon32GfA,26267
v_g011_030215,Fwrzon32GfA,30215
v_g011_030224,Fwrzon32GfA,30224
v_g011_031473,Fwrzon32GfA,31473
v_g011_031482,Fwrzon32GfA,31482
v_g011_033525,Fwrzon32GfA,33525
v_g011_033534,Fwrzon32GfA,33534
v_g011_038386,Fwrzon32GfA,38386
v_g011_038395,Fwrzon32GfA,38395
v_g011_040431,Fwrzon32GfA,40431
v_g011_040440,Fwrzon32GfA,40440
v_g011_048876,Fwrzon32GfA,48876
v_g011_048885,Fwrzon32GfA,48885
v_g011_049285,Fwrzon32GfA,49285
v_g011_049294,Fwrzon32GfA,49294
v_g011_050357,Fwrzon32GfA,50357
v_g011_050366,Fwrzon32GfA,50366
v_g011_050861,Fwrzon32GfA,50861
v_g011_050870,Fwrzon32GfA,50870
v_g011_051221,Fwrzon32GfA,51221
v_g011_051230,Fwrzon32GfA,51230
v_g011_052184,Fwrzon32GfA,52184
v_g011_052193,Fwrzon32GfA,52193
v_g011_055618,Fwrzon32GfA,55618
v_g011_055627,Fwrzon32GfA,55627
v_g011_057183,Fwrzon32GfA,57183
v_g011_057192,Fwrzon32GfA,57192
v_g012_000545,Ioue-_Y5izQ,545
v_g012_000554,Ioue-_Y5izQ,554
v_g012_000953,Ioue-_Y5izQ,953
v_g012_000962,Ioue-_Y5izQ,962
v_g012_002324,Ioue-_Y5izQ,2324
v_g012_002333,Ioue-_Y5izQ,2333
v_g012_002956,Ioue-_Y5izQ,2956
v_g012_002965,Ioue-_Y5izQ,2965
v_g012_003893,Ioue-_Y5izQ,3893
v_g012_003902,Ioue-_Y5izQ,3902
v_g012_004605,Ioue-_Y5izQ,4605
v_g012_004614,Ioue-_Y5izQ,4614
v_g012_006132,Ioue-_Y5izQ,6132
v_g012_006141,Ioue-_Y5izQ,6141
v_g012_008161,Ioue-_Y5izQ,8161
v_g012_008170,Ioue-_Y5izQ,8170
v_g012_009286,Ioue-_Y5izQ,9286
v_g012_009295,Ioue-_Y5izQ,9295
v_g012_010175,Ioue-_Y5izQ,10175
v_g012_010184,Ioue-_Y5izQ,10184
v_g012_010632,Ioue-_Y5izQ,10632
v_g012_010641,Ioue-_Y5izQ,10641
v_g012_012062,Ioue-_Y5izQ,12062
v_g012_012071,Ioue-_Y5izQ,12071
v_g012_013515,Ioue-_Y5izQ,13515
v_g012_013524,Ioue-_Y5izQ,13524
v_g012_014951,Ioue-_Y5izQ,14951
v_g012_014960,Ioue-_Y5izQ,14960
v_g012_020282,Ioue-_Y5izQ,20282
v_g012_020291,Ioue-_Y5izQ,20291
v_g012_021642,Ioue-_Y5izQ,21642
v_g012_021651,Ioue-_Y5izQ,21651
v_g012_022435,Ioue-_Y5izQ,22435
v_g012_022444,Ioue-_Y5izQ,22444
v_g012_023238,Ioue-_Y5izQ,23238
v_g012_023247,Ioue-_Y5izQ,23247
v_g012_025962,Ioue-_Y5izQ,25962
v_g012_025971,Ioue-_Y5izQ,25971
v_g012_027124,Ioue-_Y5izQ,27124
v_g012_027133,Ioue-_Y5izQ,27133
v_g012_030402,Ioue-_Y5izQ,30402
v_g012_030411,Ioue-_Y5izQ,30411
v_g012_031311,Ioue-_Y5izQ,31311
v_g012_031320,Ioue-_Y5izQ,31320
v_g012_032516,Ioue-_Y5izQ,32516
v_g012_032525,Ioue-_Y5izQ,32525
v_g012_035581,Ioue-_Y5izQ,35581
v_g012_035590,Ioue-_Y5izQ,35590
v_g012_036032,Ioue-_Y5izQ,36032
v_g012_036041,Ioue-_Y5izQ,36041
v_g012_039141,Ioue-_Y5izQ,39141
v_g012_039150,Ioue-_Y5izQ,39150
v_g012_042575,Ioue-_Y5izQ,42575
v_g012_042584,Ioue-_Y5izQ,42584
v_g012_043032,Ioue-_Y5izQ,43032
v_g012_043041,Ioue-_Y5izQ,43041
v_g012_044051,Ioue-_Y5izQ,44051
v_g012_044060,Ioue-_Y5izQ,44060
v_g012_045981,Ioue-_Y5izQ,45981
v_g012_045990,Ioue-_Y5izQ,45990
v_g012_048021,Ioue-_Y5izQ,48021
v_g012_048030,Ioue-_Y5izQ,48030
v_g012_053679,Ioue-_Y5izQ,53679
v_g012_053688,Ioue-_Y5izQ,53688
