Generic ID,YouTube Video ID,Frame Number
v_g005_044423,8_pJ13DFPIY,44423
v_g005_046228,8_pJ13DFPIY,46228
v_g005_046482,8_pJ13DFPIY,46482
v_g005_046532,8_pJ13DFPIY,46532
v_g005_047205,8_pJ13DFPIY,47205
v_g005_047238,8_pJ13DFPIY,47238
v_g005_047255,8_pJ13DFPIY,47255
v_g005_048006,8_pJ13DFPIY,48006
v_g005_048873,8_pJ13DFPIY,48873
v_g005_048923,8_pJ13DFPIY,48923
v_g005_049579,8_pJ13DFPIY,49579
v_g005_049629,8_pJ13DFPIY,49629
v_g005_052054,8_pJ13DFPIY,52054
v_g005_052104,8_pJ13DFPIY,52104
v_g005_052788,8_pJ13DFPIY,52788
v_g005_053134,8_pJ13DFPIY,53134
v_g005_053184,8_pJ13DFPIY,53184
v_g005_053862,8_pJ13DFPIY,53862
v_g005_055233,8_pJ13DFPIY,55233
v_g005_055283,8_pJ13DFPIY,55283
v_g005_056004,8_pJ13DFPIY,56004
v_g005_056034,8_pJ13DFPIY,56034
v_g005_056054,8_pJ13DFPIY,56054
v_g005_056654,8_pJ13DFPIY,56654
v_g005_056704,8_pJ13DFPIY,56704
v_g005_056746,8_pJ13DFPIY,56746
v_g005_057386,8_pJ13DFPIY,57386
v_g005_057436,8_pJ13DFPIY,57436
v_g005_058772,8_pJ13DFPIY,58772
v_g005_058822,8_pJ13DFPIY,58822
v_g007_000156,chP6v65MP7Y,156
v_g007_000206,chP6v65MP7Y,206
v_g007_000902,chP6v65MP7Y,902
v_g007_000953,chP6v65MP7Y,953
v_g007_001003,chP6v65MP7Y,1003
v_g007_001740,chP6v65MP7Y,1740
v_g007_001897,chP6v65MP7Y,1897
v_g007_001947,chP6v65MP7Y,1947
v_g007_002649,chP6v65MP7Y,2649
v_g007_004609,chP6v65MP7Y,4609
v_g007_004659,chP6v65MP7Y,4659
v_g007_005386,chP6v65MP7Y,5386
v_g007_005547,chP6v65MP7Y,5547
v_g007_005597,chP6v65MP7Y,5597
v_g007_006300,chP6v65MP7Y,6300
v_g007_006403,chP6v65MP7Y,6403
v_g007_006453,chP6v65MP7Y,6453
v_g007_007180,chP6v65MP7Y,7180
v_g007_007343,chP6v65MP7Y,7343
v_g007_007393,chP6v65MP7Y,7393
v_g007_008115,chP6v65MP7Y,8115
v_g007_008332,chP6v65MP7Y,8332
v_g007_008382,chP6v65MP7Y,8382
v_g007_009111,chP6v65MP7Y,9111
v_g007_009952,chP6v65MP7Y,9952
v_g007_010002,chP6v65MP7Y,10002
v_g007_010714,chP6v65MP7Y,10714
v_g007_010848,chP6v65MP7Y,10848
v_g007_010898,chP6v65MP7Y,10898
v_g007_011609,chP6v65MP7Y,11609
v_g007_012020,chP6v65MP7Y,12020
v_g007_012070,chP6v65MP7Y,12070
v_g007_012675,chP6v65MP7Y,12675
v_g007_012725,chP6v65MP7Y,12725
v_g007_012779,chP6v65MP7Y,12779
v_g007_013419,chP6v65MP7Y,13419
v_g007_013832,chP6v65MP7Y,13832
v_g007_013882,chP6v65MP7Y,13882
v_g007_018520,chP6v65MP7Y,18520
v_g007_018570,chP6v65MP7Y,18570
v_g007_019281,chP6v65MP7Y,19281
v_g007_020400,chP6v65MP7Y,20400
v_g007_020450,chP6v65MP7Y,20450
v_g007_022738,chP6v65MP7Y,22738
v_g007_022788,chP6v65MP7Y,22788
v_g007_023496,chP6v65MP7Y,23496
v_g007_025601,chP6v65MP7Y,25601
v_g007_025651,chP6v65MP7Y,25651
v_g007_026377,chP6v65MP7Y,26377
v_g007_026427,chP6v65MP7Y,26427
v_g007_027174,chP6v65MP7Y,27174
v_g007_027564,chP6v65MP7Y,27564
v_g007_027614,chP6v65MP7Y,27614
v_g007_028365,chP6v65MP7Y,28365
v_g007_028452,chP6v65MP7Y,28452
v_g007_028502,chP6v65MP7Y,28502
v_g007_029253,chP6v65MP7Y,29253
v_g007_030037,chP6v65MP7Y,30037
v_g007_030087,chP6v65MP7Y,30087
v_g007_030838,chP6v65MP7Y,30838
v_g007_031288,chP6v65MP7Y,31288
v_g007_031338,chP6v65MP7Y,31338
v_g007_032089,chP6v65MP7Y,32089
v_g007_037405,chP6v65MP7Y,37405
v_g007_037455,chP6v65MP7Y,37455
v_g007_038194,chP6v65MP7Y,38194
v_g007_038693,chP6v65MP7Y,38693
v_g007_038743,chP6v65MP7Y,38743
v_g007_039455,chP6v65MP7Y,39455
v_g007_041790,chP6v65MP7Y,41790
v_g007_045830,chP6v65MP7Y,45830
v_g007_045880,chP6v65MP7Y,45880
v_g007_046629,chP6v65MP7Y,46629
v_g007_048100,chP6v65MP7Y,48100
v_g007_048150,chP6v65MP7Y,48150
v_g007_048881,chP6v65MP7Y,48881
v_g007_051037,chP6v65MP7Y,51037
v_g007_051087,chP6v65MP7Y,51087
v_g007_051710,chP6v65MP7Y,51710
v_g007_051760,chP6v65MP7Y,51760
v_g007_051818,chP6v65MP7Y,51818
v_g007_052477,chP6v65MP7Y,52477
v_g007_053742,chP6v65MP7Y,53742
v_g007_053792,chP6v65MP7Y,53792
v_g007_054532,chP6v65MP7Y,54532
v_g007_056654,chP6v65MP7Y,56654
v_g007_056704,chP6v65MP7Y,56704
v_g007_057419,chP6v65MP7Y,57419
v_g007_060776,chP6v65MP7Y,60776
v_g007_060826,chP6v65MP7Y,60826
v_g007_061577,chP6v65MP7Y,61577
v_g007_061962,chP6v65MP7Y,61962
v_g007_062012,chP6v65MP7Y,62012
v_g007_062763,chP6v65MP7Y,62763
v_g007_063852,chP6v65MP7Y,63852
v_g007_063902,chP6v65MP7Y,63902
v_g008_005196,cKoNMrWLT9s,5196
v_g008_005869,cKoNMrWLT9s,5869
v_g008_006441,cKoNMrWLT9s,6441
v_g008_006491,cKoNMrWLT9s,6491
v_g008_007193,cKoNMrWLT9s,7193
v_g008_012800,cKoNMrWLT9s,12800
v_g008_012850,cKoNMrWLT9s,12850
v_g008_013561,cKoNMrWLT9s,13561
v_g008_017966,cKoNMrWLT9s,17966
v_g008_018588,cKoNMrWLT9s,18588
v_g008_018638,cKoNMrWLT9s,18638
v_g008_019177,cKoNMrWLT9s,19177
v_g008_019316,cKoNMrWLT9s,19316
v_g008_019684,cKoNMrWLT9s,19684
v_g008_020361,cKoNMrWLT9s,20361
v_g008_021317,cKoNMrWLT9s,21317
v_g008_021367,cKoNMrWLT9s,21367
v_g008_026819,cKoNMrWLT9s,26819
v_g008_026869,cKoNMrWLT9s,26869
v_g008_027553,cKoNMrWLT9s,27553
v_g008_031264,cKoNMrWLT9s,31264
v_g008_031314,cKoNMrWLT9s,31314
v_g008_035003,cKoNMrWLT9s,35003
v_g008_035053,cKoNMrWLT9s,35053
v_g008_035416,cKoNMrWLT9s,35416
v_g008_035466,cKoNMrWLT9s,35466
v_g008_035735,cKoNMrWLT9s,35735
v_g008_035987,cKoNMrWLT9s,35987
v_g008_036117,cKoNMrWLT9s,36117
v_g008_036673,cKoNMrWLT9s,36673
v_g008_051945,cKoNMrWLT9s,51945
v_g008_051995,cKoNMrWLT9s,51995
v_g008_052656,cKoNMrWLT9s,52656
v_g008_057369,cKoNMrWLT9s,57369
v_g008_057419,cKoNMrWLT9s,57419
v_g008_058114,cKoNMrWLT9s,58114
v_g008_058834,cKoNMrWLT9s,58834
v_g008_058884,cKoNMrWLT9s,58884
v_g008_059571,cKoNMrWLT9s,59571
v_g009_001445,DJhdKuSOPCU,1445
v_g009_001495,DJhdKuSOPCU,1495
v_g009_002237,DJhdKuSOPCU,2237
v_g009_003624,DJhdKuSOPCU,3624
v_g009_003674,DJhdKuSOPCU,3674
v_g009_004400,DJhdKuSOPCU,4400
v_g009_005683,DJhdKuSOPCU,5683
v_g009_005733,DJhdKuSOPCU,5733
v_g009_006392,DJhdKuSOPCU,6392
v_g009_006442,DJhdKuSOPCU,6442
v_g009_006467,DJhdKuSOPCU,6467
v_g009_008595,DJhdKuSOPCU,8595
v_g009_008645,DJhdKuSOPCU,8645
v_g009_009377,DJhdKuSOPCU,9377
v_g009_009655,DJhdKuSOPCU,9655
v_g009_016143,DJhdKuSOPCU,16143
v_g009_016193,DJhdKuSOPCU,16193
v_g009_016918,DJhdKuSOPCU,16918
v_g009_017770,DJhdKuSOPCU,17770
v_g009_017820,DJhdKuSOPCU,17820
v_g009_018541,DJhdKuSOPCU,18541
v_g009_019615,DJhdKuSOPCU,19615
v_g009_019665,DJhdKuSOPCU,19665
v_g009_020489,DJhdKuSOPCU,20489
v_g009_020539,DJhdKuSOPCU,20539
v_g009_021290,DJhdKuSOPCU,21290
v_g009_021812,DJhdKuSOPCU,21812
v_g009_022563,DJhdKuSOPCU,22563
v_g009_023449,DJhdKuSOPCU,23449
v_g009_023499,DJhdKuSOPCU,23499
v_g009_024130,DJhdKuSOPCU,24130
v_g009_024180,DJhdKuSOPCU,24180
v_g009_024233,DJhdKuSOPCU,24233
v_g009_024912,DJhdKuSOPCU,24912
v_g009_025587,DJhdKuSOPCU,25587
v_g009_025637,DJhdKuSOPCU,25637
v_g009_027145,DJhdKuSOPCU,27145
v_g009_027918,DJhdKuSOPCU,27918
v_g009_027946,DJhdKuSOPCU,27946
v_g009_027968,DJhdKuSOPCU,27968
v_g009_029094,DJhdKuSOPCU,29094
v_g009_029774,DJhdKuSOPCU,29774
v_g009_031519,DJhdKuSOPCU,31519
v_g009_031569,DJhdKuSOPCU,31569
v_g009_032615,DJhdKuSOPCU,32615
v_g009_032665,DJhdKuSOPCU,32665
v_g009_033318,DJhdKuSOPCU,33318
v_g009_033386,DJhdKuSOPCU,33386
v_g009_034070,DJhdKuSOPCU,34070
v_g009_034074,DJhdKuSOPCU,34074
v_g009_034120,DJhdKuSOPCU,34120
v_g009_034833,DJhdKuSOPCU,34833
v_g009_034871,DJhdKuSOPCU,34871
v_g009_034883,DJhdKuSOPCU,34883
v_g009_035604,DJhdKuSOPCU,35604
v_g009_036524,DJhdKuSOPCU,36524
v_g009_036574,DJhdKuSOPCU,36574
v_g009_037299,DJhdKuSOPCU,37299
v_g009_037806,DJhdKuSOPCU,37806
v_g009_037856,DJhdKuSOPCU,37856
v_g009_038398,DJhdKuSOPCU,38398
v_g009_039099,DJhdKuSOPCU,39099
v_g009_039109,DJhdKuSOPCU,39109
v_g009_039159,DJhdKuSOPCU,39159
v_g009_039910,DJhdKuSOPCU,39910
v_g009_040743,DJhdKuSOPCU,40743
v_g009_041417,DJhdKuSOPCU,41417
v_g009_041467,DJhdKuSOPCU,41467
v_g009_041478,DJhdKuSOPCU,41478
v_g009_043842,DJhdKuSOPCU,43842
v_g009_043892,DJhdKuSOPCU,43892
v_g009_044619,DJhdKuSOPCU,44619
v_g009_051208,DJhdKuSOPCU,51208
v_g009_051258,DJhdKuSOPCU,51258
v_g009_052602,DJhdKuSOPCU,52602
v_g009_053348,DJhdKuSOPCU,53348
v_g010_001556,fnM6_mWSDy8,1556
v_g010_001606,fnM6_mWSDy8,1606
v_g010_002352,fnM6_mWSDy8,2352
v_g010_003217,fnM6_mWSDy8,3217
v_g010_003267,fnM6_mWSDy8,3267
v_g010_004640,fnM6_mWSDy8,4640
v_g010_004690,fnM6_mWSDy8,4690
v_g010_005592,fnM6_mWSDy8,5592
v_g010_005642,fnM6_mWSDy8,5642
v_g010_006290,fnM6_mWSDy8,6290
v_g010_006340,fnM6_mWSDy8,6340
v_g010_006347,fnM6_mWSDy8,6347
v_g010_009326,fnM6_mWSDy8,9326
v_g010_009376,fnM6_mWSDy8,9376
v_g010_010127,fnM6_mWSDy8,10127
v_g010_010483,fnM6_mWSDy8,10483
v_g010_010533,fnM6_mWSDy8,10533
v_g010_011226,fnM6_mWSDy8,11226
v_g010_013307,fnM6_mWSDy8,13307
v_g010_014031,fnM6_mWSDy8,14031
v_g010_014135,fnM6_mWSDy8,14135
v_g010_014185,fnM6_mWSDy8,14185
v_g010_014936,fnM6_mWSDy8,14936
v_g010_017052,fnM6_mWSDy8,17052
v_g010_017102,fnM6_mWSDy8,17102
v_g010_017846,fnM6_mWSDy8,17846
v_g010_018810,fnM6_mWSDy8,18810
v_g010_018860,fnM6_mWSDy8,18860
v_g010_021557,fnM6_mWSDy8,21557
v_g010_021607,fnM6_mWSDy8,21607
v_g010_022351,fnM6_mWSDy8,22351
v_g010_022601,fnM6_mWSDy8,22601
v_g010_022651,fnM6_mWSDy8,22651
v_g010_023402,fnM6_mWSDy8,23402
v_g010_026001,fnM6_mWSDy8,26001
v_g010_026051,fnM6_mWSDy8,26051
v_g010_026973,fnM6_mWSDy8,26973
v_g010_027023,fnM6_mWSDy8,27023
v_g010_027774,fnM6_mWSDy8,27774
v_g010_028013,fnM6_mWSDy8,28013
v_g010_028063,fnM6_mWSDy8,28063
v_g010_028814,fnM6_mWSDy8,28814
v_g010_029830,fnM6_mWSDy8,29830
v_g010_029880,fnM6_mWSDy8,29880
v_g010_030584,fnM6_mWSDy8,30584
v_g010_032556,fnM6_mWSDy8,32556
v_g010_032606,fnM6_mWSDy8,32606
v_g010_032658,fnM6_mWSDy8,32658
v_g010_033146,fnM6_mWSDy8,33146
v_g010_033341,fnM6_mWSDy8,33341
v_g010_033876,fnM6_mWSDy8,33876
v_g010_034624,fnM6_mWSDy8,34624
v_g010_034674,fnM6_mWSDy8,34674
v_g010_035405,fnM6_mWSDy8,35405
v_g010_035417,fnM6_mWSDy8,35417
v_g010_035467,fnM6_mWSDy8,35467
v_g010_036158,fnM6_mWSDy8,36158
v_g010_036186,fnM6_mWSDy8,36186
v_g010_036236,fnM6_mWSDy8,36236
v_g010_036976,fnM6_mWSDy8,36976
v_g010_037233,fnM6_mWSDy8,37233
v_g010_037283,fnM6_mWSDy8,37283
v_g010_037999,fnM6_mWSDy8,37999
v_g010_038861,fnM6_mWSDy8,38861
v_g010_039939,fnM6_mWSDy8,39939
v_g010_039989,fnM6_mWSDy8,39989
v_g010_040690,fnM6_mWSDy8,40690
v_g010_041347,fnM6_mWSDy8,41347
v_g010_041397,fnM6_mWSDy8,41397
v_g010_042148,fnM6_mWSDy8,42148
v_g010_045408,fnM6_mWSDy8,45408
v_g010_045458,fnM6_mWSDy8,45458
v_g010_046170,fnM6_mWSDy8,46170
v_g010_046377,fnM6_mWSDy8,46377
v_g010_046427,fnM6_mWSDy8,46427
v_g010_047118,fnM6_mWSDy8,47118
v_g010_049364,fnM6_mWSDy8,49364
v_g010_049414,fnM6_mWSDy8,49414
v_g010_050134,fnM6_mWSDy8,50134
v_g010_053024,fnM6_mWSDy8,53024
v_g010_053074,fnM6_mWSDy8,53074
v_g010_054021,fnM6_mWSDy8,54021
v_g010_054071,fnM6_mWSDy8,54071
v_g010_055685,fnM6_mWSDy8,55685
v_g010_055735,fnM6_mWSDy8,55735
v_g010_056408,fnM6_mWSDy8,56408
v_g010_057371,fnM6_mWSDy8,57371
v_g010_057421,fnM6_mWSDy8,57421
v_g010_058144,fnM6_mWSDy8,58144
v_g010_058801,fnM6_mWSDy8,58801
v_g010_058851,fnM6_mWSDy8,58851
v_g010_060025,fnM6_mWSDy8,60025
v_g010_060075,fnM6_mWSDy8,60075
v_g010_060813,fnM6_mWSDy8,60813
v_g010_061145,fnM6_mWSDy8,61145
v_g010_061195,fnM6_mWSDy8,61195
v_g010_061925,fnM6_mWSDy8,61925
v_g011_001280,Fwrzon32GfA,1280
v_g011_001330,Fwrzon32GfA,1330
v_g011_011547,Fwrzon32GfA,11547
v_g011_011597,Fwrzon32GfA,11597
v_g011_012085,Fwrzon32GfA,12085
v_g011_012403,Fwrzon32GfA,12403
v_g011_012453,Fwrzon32GfA,12453
v_g011_012772,Fwrzon32GfA,12772
v_g011_013198,Fwrzon32GfA,13198
v_g011_013248,Fwrzon32GfA,13248
v_g011_013769,Fwrzon32GfA,13769
